"%s - Discounts and Coupons","%s - Remises et coupons"
"%s - Special Discounts","%s - Remises spéciales"
"%s RSS Feed","%s RSS Feed"
"%s has reached a quantity of %s.","%s a atteint la quantité de %s."
"%s's Wishlist","Liste-Cadeaux de %s"
"Cannot retrieve the wishlist","Impossible de récupérer la liste-cadeaux"
"Catalog","Catalogue"
"Category Feeds","Category Feeds"
"Comment: %s<br/>","Commentaire : %s<br/>"
"Coupons/Discounts","Coupons/Réductions"
"Current Status: %s<br/>","Statut actuel : %s<br/>"
"Customer Name: %s","Nom du client : %s"
"Customer Order Status Notification","Notification de statut de commande client"
"Details for %s #%s","Détails pour %s n°%s"
"Discount ","Réduction "
"Enable RSS","Activer le RSS"
"Error in processing xml. %s","Erreur lors du traitement XML. %s"
"From:","De:"
"Get Feed","Récupérer le flux"
"Gift Message","Message du cadeau"
"Grand Total","Total"
"Low Stock Products","Produits ayant un bas niveau de stock"
"Message:","Message :"
"Miscellaneous Feeds","Miscellaneous Feeds"
"New Orders","Nouvelles commandes"
"New Products","Nouveaux produits"
"New Products from %s","Nouveaux produits de %s"
"Notified Date: %s<br/>","Date notifiée : %s<br/>"
"Order # %s Notification(s)","Notification(s) de la commande n°%s"
"Order #%s created at %s","Commande n°%s créée le %s"
"Pending product review(s)","Commentaire(s) de produit en attente"
"Product: ""%s"" review By: %s","Produit: ""%s"" commentaire par : %s"
"Product: <a href=""%s"">%s</a> <br/>","Produit : <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Produits libellés avec %s"
"Purchased From: %s","Commandé sur : %s"
"RSS","RSS"
"RSS Feeds","Flux RSS"
"RSS testing","RSS testing"
"Review: %s <br/>","Commentaire : %s <br/>"
"Rss Config","Configuration RSS"
"Rss Feeds Section","Rss Feeds Section"
"Shipping & Handling","Livraison et manutention"
"Special Products","Produits spéciaux"
"Special/Discount Products","Produits spéciaux/avec remise"
"Store: %s <br/>","Magasin : %s <br/>"
"Subtotal","Sous-total"
"Summary of review: %s <br/>","Résumé du commentaire : %s <br/>"
"Tags Products","libellés produits"
"Tax","Taxe"
"There are no Rss Feeds","There are no Rss Feeds"
"There are no Rss Feeds.","There are no Rss Feeds."
"To:","À:"
"Top Level Category","Catégorie racine"
"Total Products: %s","Total Products: %s"
"Total: %s<br/>","Total : %s<br/>"
"Wishlist","Liste-cadeaux"
"click <a href=""%s"">here</a> to view the review","cliquez <a href=""%s"">ici</a> pour voir le commentaire"
