"-- Please select --","-- Por favor seleccione --"
"Allowed currencies","Monedas permitidas"
"Base currency","Base currency"
"Cannot retrieve rate from %s","No se puede recuperar la tasa desde %s"
"Connection timeout in seconds","Connection timeout in seconds"
"Continue &raquo;","Continuar &raquo;"
"Country","País"
"Country Api","Country Api"
"Country and Format Type combination should be unique","La combinación del país y el tipo de formato debe ser única"
"Currency","Moneda"
"Currency Options","Opciones de monedas"
"Currency Setup","Configuración de la moneda"
"Currency Update Warnings","Advertencias de la actualización de moneda"
"Currency will be used for all online payment transactions","Currency will be used for all online payment transactions"
"Default display currency","Moneda mostrada por defecto"
"Directory","Directory"
"Enabled","Habilitado"
"Error Email Recipient","Error en el destinatario del correo electrónico"
"Error Email Sender","Error en el remitente del correo electrónico"
"Error Email Template","Error en la plantilla del correo electrónico"
"FATAL ERROR:","ERROR GRAVE:"
"Frequency","Frecuencia"
"Installed Currencies","Monedas instaladas"
"Invalid Import Service Specified","El servicio de importación especificado es inválido"
"Invalid country code: %s","El código del país es inválido: %s"
"Invalid rates received","Se recibieron tasas inválidas"
"Invalid target currency","La moneda de destino es inválida"
"List of countries","List of countries"
"List of regions in specified country","List of regions in specified country"
"Region","Region"
"Region Api","Region Api"
"Remove space from currency sign","Remove space from currency sign"
"Scheduled Import Settings","Se han programado las configuraciones de importación"
"Select Your Currency","Seleccione su moneda"
"Service","Servicio"
"Start Time","Hora de inicio"
"State/Province","Estado/Provincia"
"Strikeiron Email Update Warnings","Strikeiron Email Update Warnings"
"Unable to initialize import model","No es posible inicializar el modelo de importación"
"Undefined rate from ""%s-%s""","Tasa indefinida desde ""%s-%s"""
"WARNING:","ADVERTENCIA:"
"Webservicex","Webservicex"
"Your current currency is: %s","Su moneda actual es: %s"
