"# of Use","# of Use"
"%1$s incl tax.","%1$s გადასახადებით."
"%s - %s","%s - %s"
"%s Item(s)","%s ჩანაწერი"
"(Copy data from: %s)","(Copy data from: %s)"
"(Will make search for the query above return results for this search.)","(Will make search for the query above return results for this search.)"
"* Required Fields","* აუცილებელი ველები"
"-- Please Select --","-- გთხოვთ აირჩიოთ --"
"A name is required","სახელის მითითება აუცილებელია"
"ALL GROUPS","ყველა ჯგუფი"
"AM","AM"
"Action","ქმედება"
"Add Attribute","ატრიბუტის დამატება"
"Add Design Change","Add Design Change"
"Add Group","Add Group"
"Add Items to Cart","Add Items to Cart"
"Add New","Add New"
"Add New Attribute","Add New Attribute"
"Add New Attribute Set","Add New Attribute Set"
"Add New Group","Add New Group"
"Add New Images","Add New Images"
"Add New Option","Add New Option"
"Add New Row","Add New Row"
"Add New Search Term","Add New Search Term"
"Add New Set","Add New Set"
"Add Option","Add Option"
"Add Product","Add Product"
"Add Product To Websites","Add Product To Websites"
"Add Root Category","Add Root Category"
"Add Subcategory","Add Subcategory"
"Add Tax","Add Tax"
"Add Tier","Add Tier"
"Add to Cart","კალათაში ჩადება"
"Add to Compare","+ შესადარებლად"
"Add to My Wishlist","დამატება სურვილებში"
"Add to Wishlist","+ სურვილებში"
"Additional Information","დამატებითი ინფორმაცია"
"All","ყველა"
"All Product Types","All Product Types"
"All products of this set will be deleted! Are you sure you want to delete this attribute set?","All products of this set will be deleted! Are you sure you want to delete this attribute set?"
"Allow HTML-tags on Front-end","Allow HTML-tags on Front-end"
"Allowed File Extensions","Allowed File Extensions"
"Allowed file extensions to upload","Allowed file extensions to upload"
"Amount","Amount"
"Apply To","Apply To"
"Apply To Configurable/Grouped Product","Apply To Configurable/Grouped Product"
"Approved","დამოწმებულია"
"Are you sure you want to delete this category?","Are you sure you want to delete this category?"
"Are you sure you would like to remove all products from your comparison?","ნამდვილად გნებავთ ყველა პროდუქტის ამოშლა შედარების სიიდან?"
"Are you sure you would like to remove this item from the compare products?","ნამდვილად გნებავთ ამ ჩანაწერის შედარების სიიდან ამოშლა?"
"Are you sure?","დარწმუნებული ბრძანდებით?"
"As low as:","უმცირესი ფასი:"
"Assign","Assign"
"Assign product link","Assign product link"
"Assign product to category","Assign product to category"
"Assigned Products","Assigned Products"
"Associated Products","Associated Products"
"Attrib. Set Name","Attrib. Set Name"
"Attribute Code","Attribute Code"
"Attribute Information","Attribute Information"
"Attribute Label","Attribute Label"
"Attribute Model","Attribute Model"
"Attribute Name:","Attribute Name:"
"Attribute Properties","Attribute Properties"
"Attribute Set","Attribute Set"
"Attribute group with the ""/name/"" name already exists","Attribute group with the ""/name/"" name already exists"
"Attribute model not defined","Attribute model not defined"
"Attribute with the same code already exists","Attribute with the same code already exists"
"Attributes","Attributes"
"Attrribute names can be specified per store.","Attrribute names can be specified per store."
"Autogenerate","Autogenerate"
"Availability","ხელმისაწვდომობა"
"Availability: In stock.","მარაგი: საწყობშია"
"Availability: Out of stock.","მარაგი: არ არის საწყობში."
"Back","Back"
"Backend Model","Backend Model"
"Backend Table","Backend Table"
"Backend Table Title","Backend Table Title"
"Backorders","Backorders"
"Base directory to upload image file is not specified","Base directory to upload image file is not specified"
"Based On","Based On"
"Best Value","Best Value"
"Block after Info Column","Block after Info Column"
"Bottom/Left","Bottom/Left"
"Bottom/Right","Bottom/Right"
"Browse By","Browse By"
"Buy %1$s for %2$s","იყიდე %1$s ცალი %2$s-ად"
"Buy %1$s for %2$s (%3$s incl. tax) each","შეიძინეთ %1$s ცალი თითო %2$s-ად (%3$s გადასახადებით)"
"Buy %1$s for %2$s each","შეიძინეთ %1$s ცალი თითო %2$s-ად"
"Can be used only with catalog input type Dropdown","Can be used only with catalog input type Dropdown"
"Can be used only with catalog input type Dropdown, Multiple Select and Price","Can be used only with catalog input type Dropdown, Multiple Select and Price"
"Can't create image.","Can't create image."
"Cannot create writeable directory '%s'","Cannot create writeable directory '%s'"
"Cart Item Attribute","Cart Item Attribute"
"Catalog","Catalog"
"Catalog Input Type for Store Owner","Catalog Input Type for Store Owner"
"Catalog Price Scope","Catalog Price Scope"
"Catalog Section","Catalog Section"
"Catalog, Search","Catalog, Search"
"Categories","Categories"
"Categories Sitemap","კატეგორიების სარჩევი"
"Category","კატეგორია"
"Category API","Category API"
"Category Data","Category Data"
"Category Navigation:","Category Navigation:"
"Category Products","კატეგორიის პროდუქტები"
"Category Top Navigation","Category Top Navigation"
"Category URL Suffix","Category URL Suffix"
"Category attributes API","Category attributes API"
"Category delete error","Category delete error"
"Category deleted","Category deleted"
"Category move error","Category move error"
"Category must be instance of Mage_Catalog_Model_Category","Category must be instance of Mage_Catalog_Model_Category"
"Category saved","Category saved"
"Change","Change"
"Change or Retrieve attribute store view","Change or Retrieve attribute store view"
"Change status","Change status"
"Check items to add to the cart or","შეარჩიეთ პროდუქტები კალათაში დასამატებლად ან"
"Choose an Option...","Choose an Option..."
"Choose option...","Choose option..."
"Clear All","გასუფთავება"
"Clear All Items","ყველა ჩანაწერის გასუფთავება"
"Close Window","ფანჯრის დახურვა"
"Collapse All","Collapse All"
"Comparable","Comparable"
"Comparable on Front-end","Comparable on Front-end"
"Compare Items","პროდუქციის შედარება"
"Compare Products","შედარება"
"Compare Products (%d)","პროდუქტების შედარება (%d)"
"Compare Products - %d Items","პროდუქტების შედარება - %d ჩანაწერი"
"Compare Products List","შესადარებელი პროდუქტების სია"
"Compare list successfully cleared","შედარების სია წარმატებით გასუფთავდა"
"Conditions Combination","Conditions Combination"
"Configurable Product","Configurable Product"
"Configurable Product Settings","Configurable Product Settings"
"Continue","Continue"
"Copy From Configurable","Copy From Configurable"
"Country/State","Country/State"
"Create","Create"
"Create (Upload)","Create (Upload)"
"Create Empty","Create Empty"
"Create Product Settings","Create Product Settings"
"Create Simple Associated Product","Create Simple Associated Product"
"Create new category","Create new category"
"Create new product","Create new product"
"Cross-sells","Cross-sells"
"Currently Shopping by","Currently Shopping by"
"Custom Design","Custom Design"
"Custom Options","Custom Options"
"Customer Group","Customer Group"
"Customers Reviews","Customers Reviews"
"Customers Tagged Product","Customers Tagged Product"
"Customers for alert %s was successfuly added to queue","Customers for alert %s was successfuly added to queue"
"Data Type for Saving in Database","Data Type for Saving in Database"
"Date","თარიღი"
"Date & Time Custom Options","Date & Time Custom Options"
"Date Subscribed","გამოწერის თარიღი"
"Date fields order","Date fields order"
"Datetime","Datetime"
"Decimal","Decimal"
"Decimal Number","Decimal Number"
"Declare attribute value saving scope","Declare attribute value saving scope"
"Default Qty","Default Qty"
"Default Values","Default Values"
"Default price","ძირითადი ფასი"
"Default value","Default value"
"Delete","Delete"
"Delete Attribute","Delete Attribute"
"Delete Attribute Set","Delete Attribute Set"
"Delete Category","Delete Category"
"Delete Option","Delete Option"
"Delete Row","Delete Row"
"Delete Search","Delete Search"
"Delete Selected Group","Delete Selected Group"
"Delete category","Delete category"
"Delete product","Delete product"
"Depends on design theme","Depends on design theme"
"Design","Design"
"Disabled","Disabled"
"Display in Suggested Terms","Display in Suggested Terms"
"Double click on a group to rename it","Double click on a group to rename it"
"Double click on above image to view full picture","სრული სურათის სანახავად დააწკაპუნეთ ორჯერ"
"Dropdown","Dropdown"
"Duplicate","Duplicate"
"Duplicate website tier price customer group and quantity.","Duplicate website tier price customer group and quantity."
"Duplicate website, country and state tax found.","Duplicate website, country and state tax found."
"Edit","რედაქტირება"
"Edit Attribute Set '%s'","Edit Attribute Set '%s'"
"Edit Product Attribute","Edit Product Attribute"
"Edit Product Attribute ""%s""","Edit Product Attribute ""%s"""
"Edit Search","Edit Search"
"Edit Search '%s'","Edit Search '%s'"
"Email","ელ.ფოსტა"
"Email to a Friend","აცნობე მეგობარს"
"Empty","Empty"
"Enabled","Enabled"
"Error during retrieval of option value: %s","Error during retrieval of option value: %s"
"Error while adding customers for %s alert. Message: %s","Error while adding customers for %s alert. Message: %s"
"Error while saving this group. Group with the same name already exists.","Error while saving this group. Group with the same name already exists."
"Error while saving this group. Please try again later.","Error while saving this group. Please try again later."
"Exclude","Exclude"
"Expand All","Expand All"
"Failed","Failed"
"Failed to move file: %s","Failed to move file: %s"
"Feature Products","Feature Products"
"File options format is not valid","File options format is not valid"
"File upload failed","File upload failed"
"Filter model name must be declared","Filter model name must be declared"
"Filter must be as object. Set correct filter please","Filter must be as object. Set correct filter please"
"Filterable (no results)","Filterable (no results)"
"Filterable (with results)","Filterable (with results)"
"Filters must be as array","Filters must be as array"
"First Name","სახელი"
"Fixed","Fixed"
"Flat Catalog module has a limit of %2$d filterable and/or sort able attributes. Currently there are %1$d. Please reduce the number of filterable/sort able attributes in order to use this module.","Flat Catalog module has a limit of %2$d filterable and/or sort able attributes. Currently there are %1$d. Please reduce the number of filterable/sort able attributes in order to use this module."
"For internal use. Must be unique with no spaces","For internal use. Must be unique with no spaces"
"For reindex enabled product(s) you need specify store or product","For reindex enabled product(s) you need specify store or product"
"Frontend","Frontend"
"Frontend Model","Frontend Model"
"Frontend Properties","Frontend Properties"
"Gallery","Gallery"
"General Information","General Information"
"Get special price","Get special price"
"Global","Global"
"Globally Editable","Globally Editable"
"Go to Home Page","Go to Home Page"
"Grid","Grid"
"Grouped Product","Grouped Product"
"Groups","Groups"
"Home","Home"
"ID","ID"
"ID: %s","ID: %s"
"If you do not specify an option value for a specific store view then the default (Admin) value will be used.","If you do not specify an option value for a specific store view then the default (Admin) value will be used."
"Image","Image"
"Image content is not valid base64 data.","Image content is not valid base64 data."
"Image file not found","Image file not found"
"Image not exists","Image not exists"
"Image not specified.","Image not specified."
"Image type and information need to be specified for each store view.","Image type and information need to be specified for each store view."
"In Stock","საწყობშია"
"In stock","საწყობშია"
"In stock.","საწყობშია."
"Incl. Tax","Incl. Tax"
"Input Type","Input Type"
"Input Validation for Store Owner","Input Validation for Store Owner"
"Integer","Integer"
"Integer Number","Integer Number"
"Invalid Tier Prices","Invalid Tier Prices"
"Invalid attribute %s","Invalid attribute %s"
"Invalid attribute option specified for attribute %s (%s), skipping the record","Invalid attribute option specified for attribute %s (%s), skipping the record"
"Invalid attribute set specified, skipping the record","Invalid attribute set specified, skipping the record"
"Invalid block: %s","Invalid block: %s"
"Invalid category","Invalid category"
"Invalid category IDs","Invalid category IDs"
"Invalid image file type","Invalid image file type"
"Invalid image type.","Invalid image type."
"Invalid option id specified for %s (%s), skipping the record","Invalid option id specified for %s (%s), skipping the record"
"Invalid product type specified, skipping the record","Invalid product type specified, skipping the record"
"Invalid store specified","Invalid store specified"
"Invalid store specified, skipping the record","Invalid store specified, skipping the record"
"Inventory","Inventory"
"Is Default","Is Default"
"Is Required","Is Required"
"Items %s to %s of %s total","პროდუქცია %s-დან %s-მდე (სულ %s)"
"Items that you don't want to show in the catalog or search results should have status 'Disabled' in the desired store.","Items that you don't want to show in the catalog or search results should have status 'Disabled' in the desired store."
"Label","Label"
"Last Name","გვარი"
"Last Notification","Last Notification"
"Learn More","Learn More"
"Length of text is too long","Length of text is too long"
"Letters","Letters"
"Letters(a-zA-Z) or Numbers(0-9)","Letters(a-zA-Z) or Numbers(0-9)"
"Line %d, Email: %s","Line %d, Email: %s"
"Line %d, SKU: %s","Line %d, SKU: %s"
"Link (Related, Up sell, Cross sell)","Link (Related, Up sell, Cross sell)"
"Link product not exists.","Link product not exists."
"List","List"
"List Mode","List Mode"
"Manage Attribute Sets","Manage Attribute Sets"
"Manage Attributes","Manage Attributes"
"Manage Catalog Categories","Manage Catalog Categories"
"Manage Categories","Manage Categories"
"Manage Label / Options","Manage Label / Options"
"Manage Options (values of your attribute)","Manage Options (values of your attribute)"
"Manage Product Attributes","Manage Product Attributes"
"Manage Product Sets","Manage Product Sets"
"Manage Products","Manage Products"
"Manage Stock","Manage Stock"
"Manage Titles (Size, Color, etc.)","Manage Titles (Size, Color, etc.)"
"Max Characters","Max Characters"
"Maximal Depth","Maximal Depth"
"Maximum Image Size","Maximum Image Size"
"Maximum Qty Allowed in Shopping Cart","Maximum Qty Allowed in Shopping Cart"
"Maximum image height","Maximum image height"
"Maximum image width","Maximum image width"
"Maximum number of characters","Maximum number of characters"
"Media Image","Media Image"
"Minimum Lines Per Page","Minimum Lines Per Page"
"Minimum Qty Allowed in Shopping Cart","Minimum Qty Allowed in Shopping Cart"
"Minimum Qty for Item's Status to be Out of Stock","Minimum Qty for Item's Status to be Out of Stock"
"Missing SKU, skipping the record","Missing SKU, skipping the record"
"More Views","დამატებითი სურათები"
"Move","გადატანა"
"Move category in tree","Move category in tree"
"Multiple Select","Multiple Select"
"Name","Name"
"Name In %s","Name In %s"
"Name<br/>(For internal use)","Name<br/>(For internal use)"
"New Category","New Category"
"New Product","New Product"
"New Product Attribute","New Product Attribute"
"New Products","New Products"
"New Search","New Search"
"New Set Name","New Set Name"
"Next","შემდეგი"
"No","No"
"No image","No image"
"No layout updates","No layout updates"
"No options of this product are available.","No options of this product are available."
"No product collections found","No product collections found"
"None","None"
"Not shared with other products","Not shared with other products"
"Notify Low Stock RSS","Notify Low Stock RSS"
"Notify for Quantity Below","Notify for Quantity Below"
"Nowhere","Nowhere"
"Number of Uses","Number of Uses"
"Number of results<br/>(For last time placed)","Number of results<br/>(For last time placed)"
"OR","ან"
"Old Price:","ძველი ფასი:"
"Option validation failed to add product to cart","Option validation failed to add product to cart"
"Option:","Option:"
"Options Control","Options Control"
"Options is required","Options is required"
"Our customer service is available 24/7. Call us at (555) 555-0123.","Our customer service is available 24/7. Call us at (555) 555-0123."
"Out of Stock","Out of Stock"
"Out of stock","Out of stock"
"Out of stock.","Out of stock."
"PM","PM"
"Page Title Separator","Page Title Separator"
"Page:","გვერდი:"
"Parent Category","Parent Category"
"Pending","მოლოდინში"
"Pending Reviews RSS","Pending Reviews RSS"
"Percentage","Percentage"
"Please add rows to option.","Please add rows to option."
"Please be careful as once you click on the row it will load package data form the selected file and all unsaved form data will be lost.","Please be careful as once you click on the row it will load package data form the selected file and all unsaved form data will be lost."
"Please click on Close Window button if it won't be closed automatically","Please click on Close Window button if it won't be closed automatically"
"Please enter a new group name","Please enter a new group name"
"Please refresh ""Catalog Rewrites"" and ""Layered Navigation Indices"" in System -> <a href=""%s"">Cache Management</a>","Please refresh ""Catalog Rewrites"" and ""Layered Navigation Indices"" in System -> <a href=""%s"">Cache Management</a>"
"Please select  items","Please select  items"
"Please select one or more attributes.","Please select one or more attributes."
"Please select product(s)","Please select product(s)"
"Please select products for attributes update","Please select products for attributes update"
"Please select static block ...","Please select static block ..."
"Please set up merge date/time .","Please set up merge date/time ."
"Please specify date required option(s)","Please specify date required option(s)"
"Please specify the product option(s)","Please specify the product option(s)"
"Please specify the product required option(s)","Please specify the product required option(s)"
"Please specify the product(s) quantity","Please specify the product(s) quantity"
"Please specify time required option(s)","Please specify time required option(s)"
"Please, use four-digit year format","Please, use four-digit year format"
"Position","მდებარეობა"
"Position In Layered Navigation","Position In Layered Navigation"
"Position of attribute in layered navigation block","Position of attribute in layered navigation block"
"Prev","წინა"
"Previous","წინა"
"Price","ფასი"
"Price Type","ფასის ტიპი"
"Price values for options should be specified in system base currency.","Price values for options should be specified in system base currency."
"Price:","ფასი:"
"Print This Page","ამ გვერდის დაბეჭდვა"
"Problem saving the collection, aborting. Error: %s","Problem saving the collection, aborting. Error: %s"
"Product","Product"
"Product %s successfully added to compare list","%s წარმატებით დაემატა შესადარებელ სიას."
"Product %s successfully removed from compare list","%s წარმატებით წაიშალა შედარების სიიდან"
"Product API","Product API"
"Product Alerts","Product Alerts"
"Product Attribute","Product Attribute"
"Product Attributes","Product Attributes"
"Product Categories","Product Categories"
"Product Description","Product Description"
"Product Image Placeholders","Product Image Placeholders"
"Product Image Watermarks","Product Image Watermarks"
"Product Images","Product Images"
"Product Images API","Product Images API"
"Product In Websites","Product In Websites"
"Product Info Column","Product Info Column"
"Product Information","Product Information"
"Product Name","პროდუქტის დასახელება"
"Product Reviews","Product Reviews"
"Product Tags","პროდუქტის ტაგები"
"Product Tier Price API","Product Tier Price API"
"Product Type","Product Type"
"Product URL Suffix","Product URL Suffix"
"Product attribute sets API","Product attribute sets API"
"Product attribute was successfully deleted","Product attribute was successfully deleted"
"Product attribute was successfully saved","Product attribute was successfully saved"
"Product attributes API","Product attributes API"
"Product collection expected","Product collection expected"
"Product deleted","Product deleted"
"Product duplicated","Product duplicated"
"Product has required options","Product has required options"
"Product links API (related, cross sells, up sells)","Product links API (related, cross sells, up sells)"
"Product listing sort by","Product listing sort by"
"Product saving error.","Product saving error."
"Product saving error. ","Product saving error. "
"Product types API","Product types API"
"Product was successfully created.","Product was successfully created."
"Product was successfully saved.","Product was successfully saved."
"Product with this combination of attributes already associated to configurable.","Product with this combination of attributes already associated to configurable."
"Products","Products"
"Products Information","Products Information"
"Products Reviews","Products Reviews"
"Products Sitemap","პროდუქციის სარჩევი"
"Products only","Products only"
"Products per Page on Grid default value","Products per Page on Grid default value"
"Products per Page on List allowed values","Products per Page on List allowed values"
"Products per Page on List default value","Products per Page on List default value"
"Products per page on Grid allowed values","Products per page on Grid allowed values"
"Properties","Properties"
"Qty","რაოდენობა"
"Qty Uses Decimals","Qty Uses Decimals"
"Qty for Item's Status to become Out of Stock","Qty for Item's Status to become Out of Stock"
"Quick Create","Quick Create"
"Quick Overview","მოკლე მიმოხილვა"
"Quick simple product creation","Quick simple product creation"
"Records for ""","Records for """
"Redirect","Redirect"
"Redirect URL","Redirect URL"
"Regular Price:","ჩვეულებრივი ფასი:"
"Related Products","მონათესავე პროდუქცია"
"Remove","Remove"
"Remove Product","Remove Product"
"Remove Product From Websites","Remove Product From Websites"
"Remove This Item","ჩანაწერის წასშლა"
"Remove product assignment","Remove product assignment"
"Remove product image","Remove product image"
"Remove product link","Remove product link"
"Required","Required"
"Reset","Reset"
"Results","Results"
"Retrieve attribute data","Retrieve attribute data"
"Retrieve attribute list","Retrieve attribute list"
"Retrieve attribute options","Retrieve attribute options"
"Retrieve categories tree","Retrieve categories tree"
"Retrieve category attributes","Retrieve category attributes"
"Retrieve category data","Retrieve category data"
"Retrieve hierarchical tree","Retrieve hierarchical tree"
"Retrieve linked products","Retrieve linked products"
"Retrieve list of assigned products","Retrieve list of assigned products"
"Retrieve one level of categories by website/store view/parent category","Retrieve one level of categories by website/store view/parent category"
"Retrieve product","Retrieve product"
"Retrieve product attribute sets","Retrieve product attribute sets"
"Retrieve product image","Retrieve product image"
"Retrieve product image list","Retrieve product image list"
"Retrieve product image types","Retrieve product image types"
"Retrieve product link type attributes","Retrieve product link type attributes"
"Retrieve product link types","Retrieve product link types"
"Retrieve product tier prices","Retrieve product tier prices"
"Retrieve product types","Retrieve product types"
"Retrieve products data","Retrieve products data"
"Retrieve products list by filters","Retrieve products list by filters"
"Review successfully deleted","Review successfully deleted"
"Review was saved successfully","Review was saved successfully"
"Review was successfully saved","Review was successfully saved"
"Reviews","Reviews"
"Roll Over for preview","Roll Over for preview"
"Root","Root"
"SKU","SKU კოდი"
"Save","შენახვა"
"Save And Continue Edit","შენახვა და რედაქტირების გაგრძელება"
"Save Attribute","ატრიბუტის შენახვა"
"Save Attribute Set","Save Attribute Set"
"Save Category","კატეგორიის შენახვა"
"Save Search","ძებნის შენახვა"
"Saved ","Saved "
"Scope","Scope"
"Search","ძებნა"
"Search Engine Optimizations","Search Engine Optimizations"
"Search Information","Search Information"
"Search Query","Search Query"
"Search Term was successfully saved","Search Term was successfully saved"
"Search Term with such search query already exist.","Search Term with such search query already exist."
"Search was successfully deleted","Search was successfully deleted"
