"%s - Discounts and Coupons","%s - Rabatter og tilbud"
"%s - Special Discounts","%s - Spesialtilbud"
"%s RSS Feed","%s RSS feed"
"%s has reached a quantity of %s.","%s har nådd et antall på %s."
"%s's Wishlist","%s's Ønskeliste"
"Cannot retrieve the wishlist","Kan ikke hente ønskeliste"
"Catalog","Katalog"
"Category Feeds","Kategori-feed"
"Comment: %s<br/>","Kommentar: %s<br/>"
"Coupons/Discounts","Rabattkoder/tilbud"
"Current Status: %s<br/>","Gjeldende status: %s<br/>"
"Customer Name: %s","Kundenavn: %s"
"Customer Order Status Notification","Melding om ordrestatus"
"Details for %s #%s","Detaljer for %s #%s"
"Discount ","Rabatt "
"Enable RSS","Aktiver RSS"
"Error in processing xml. %s","Feil ved prosessering av xml. %s"
"From:","Fra:"
"Get Feed","Hent RSS Feed"
"Gift Message","Gavemelding"
"Grand Total","Sluttsum"
"Low Stock Products","Produkter med lav lagerbeholdning"
"Message:","Melding:"
"Miscellaneous Feeds","Diverse feeds"
"New Orders","Nye bestillinger"
"New Products","Nye produkter"
"New Products from %s","Nye produkter fra %s"
"Notified Date: %s<br/>","Varslet den: %s<br/>"
"Order # %s Notification(s)","Informasjon vedrørende ordre #%s"
"Order #%s created at %s","Ordre #%s opprettet %s"
"Pending product review(s)","Ventende produktomtaler"
"Product: ""%s"" review By: %s","Produkt: ""%s"" omtale av: %s"
"Product: <a href=""%s"">%s</a> <br/>","Produkt: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Produkter tagget med %s"
"Purchased From: %s","Bestilt fra: %s"
"RSS","RSS:"
"RSS Feeds","RSS feeds"
"RSS testing","RSS test"
"Review: %s <br/>","Omtale: %s <br/>"
"Rss Config","RSS-konfigurasjon"
"Rss Feeds Section","RSS seksjon"
"Shipping & Handling","Frakt og ekspedisjon"
"Special Products","Kampanjeprodukter"
"Special/Discount Products","Rabatterte produkter"
"Store: %s <br/>","Butikk: %s <br/>"
"Subtotal","Delsum"
"Summary of review: %s <br/>","Sammendrag av omtale: %s <br/>"
"Tags Products","Produkter med tagger"
"Tax","Moms"
"There are no Rss Feeds","Finner ingen Rss Feeds"
"There are no Rss Feeds.","Det eksisterer ingen Rss Feeds."
"To:","Til:"
"Top Level Category","Toppnivå-kategori"
"Total Products: %s","Totalt artikler: %s"
"Total: %s<br/>","Totalt: %s<br/>"
"Wishlist","Ønskeliste"
"click <a href=""%s"">here</a> to view the review","klikk <a href=""%s"">her</a> for å vise omtalen"
