"%s - Discounts and Coupons","%s -折扣和優惠券"
"%s - Special Discounts","%s -特價"
"%s RSS Feed","%s RSS Feed"
"%s has reached a quantity of %s.","%s的數量為%s。 "
"%s's Wishlist","%s's Wishlist "
"Cannot retrieve the wishlist","無法讀取收藏"
"Catalog","目錄"
"Category Feeds","Category Feeds"
"Comment: %s<br/>","評論：%s<br/> "
"Coupons/Discounts","優惠券/折扣"
"Current Status: %s<br/>","當前狀態：%s<br/> "
"Customer Name: %s","客戶名稱：%s "
"Customer Order Status Notification","客戶訂單狀態通知"
"Details for %s #%s","%s編號%s的詳情"
"Discount ","折扣"
"Enable RSS","啟用RSS "
"Error in processing xml. %s","處理xml. %s出錯"
"From:","從： "
"Get Feed","獲取Feed "
"Gift Message","禮物留言"
"Grand Total","總計"
"Low Stock Products","低庫存商品"
"Message:","留言: "
"Miscellaneous Feeds","Miscellaneous Feeds"
"New Orders","新訂單"
"New Products","新商品"
"New Products from %s","來自%s的新商品"
"Notified Date: %s<br/>","通知日期：%s<br/> "
"Order # %s Notification(s)","訂單%s通知"
"Order #%s created at %s","訂單號%s訂購日期%s "
"Pending product review(s)","Pending product review(s)"
"Product: ""%s"" review By: %s","商品：""%s""評論人：%s "
"Product: <a href=""%s"">%s</a> <br/>","商品：<a href=""%s"">%s</a> <br/> "
"Products tagged with %s","商品標記為%s "
"Purchased From: %s","購自：%s "
"RSS","RSS"
"RSS Feeds","RSS Feeds "
"RSS testing","RSS testing"
"Review: %s <br/>","評論：%s <br/> "
"Rss Config","RSS設置"
"Rss Feeds Section","Rss Feeds Section"
"Shipping & Handling","配送處理"
"Special Products","特價商品"
"Special/Discount Products","特價/折價商品"
"Store: %s <br/>","商店：%s <br/> "
"Subtotal","小計"
"Summary of review: %s <br/>","評論：%s <br/> "
"Tags Products","標記商品"
"Tax","稅"
"There are no Rss Feeds","There are no Rss Feeds"
"There are no Rss Feeds.","There are no Rss Feeds."
"To:","發給: "
"Top Level Category","頂級分類"
"Total Products: %s","Total Products: %s"
"Total: %s<br/>","總計: %s<br/>"
"Wishlist","收藏"
"click <a href=""%s"">here</a> to view the review","點<a href=""%s"">這裡</a>查看評論"
