"# of Use","使用次數"
"%1$s incl tax.","%1$s incl tax."
"%s - %s","%s - %s"
"%s Item(s)","%s件商品"
"(Copy data from: %s)","(複製數據自: %s) "
"(Will make search for the query above return results for this search.)","(該搜索將以上面返回的結果來查詢。) "
"* Required Fields","* Required Fields"
"-- Please Select --","--請選擇-- "
"A name is required","名字必填"
"ALL GROUPS","所有分組"
"AM","AM"
"Action","操作"
"Add Attribute","增加屬性"
"Add Design Change","增加界面設計"
"Add Group","增加分組"
"Add Items to Cart","加到購物車"
"Add New","增加"
"Add New Attribute","增加新屬性"
"Add New Attribute Set","增加新屬性組合"
"Add New Group","增加新分組"
"Add New Images","增加新圖片"
"Add New Option","Add New Option"
"Add New Row","Add New Row"
"Add New Search Term","增加新搜索關鍵詞"
"Add New Set","增加新組合"
"Add Option","增加選項"
"Add Product","增加商品"
"Add Product To Websites","Add Product To Websites"
"Add Root Category","Add Root Category"
"Add Subcategory","Add Subcategory"
"Add Tax","Add Tax"
"Add Tier","增加層次"
"Add to Cart","加入購物車"
"Add to Compare","加入比較"
"Add to My Wishlist","加入購物清單"
"Add to Wishlist","加入購物清單"
"Additional Information","附加信息"
"All","所有"
"All Product Types","所有商品類型"
"All products of this set will be deleted! Are you sure you want to delete this attribute set?","All products of this set will be deleted! Are you sure you want to delete this attribute set?"
"Allow HTML-tags on Front-end","Allow HTML-tags on Front-end"
"Allowed File Extensions","Allowed File Extensions"
"Allowed file extensions to upload","Allowed file extensions to upload"
"Amount","Amount"
"Apply To","應用於"
"Apply To Configurable/Grouped Product","應用於可設置/組合商品"
"Approved","已批准"
"Are you sure you want to delete this category?","您確認要刪除該分類嗎？ "
"Are you sure you would like to remove all products from your comparison?","Are you sure you would like to remove all products from your comparison?"
"Are you sure you would like to remove this item from the compare products?","Are you sure you would like to remove this item from the compare products?"
"Are you sure?","您確認嗎？ "
"As low as:","低至： "
"Assign","Assign"
"Assign product link","Assign product link"
"Assign product to category","Assign product to category"
"Assigned Products","Assigned Products"
"Associated Products","相關商品"
"Attrib. Set Name","屬性組合名稱"
"Attribute Code","屬性代碼"
"Attribute Information","屬性信息"
"Attribute Label","屬性標籤"
"Attribute Model","屬性型號"
"Attribute Name:","屬性名稱： "
"Attribute Properties","屬性參數"
"Attribute Set","屬性組合"
"Attribute group with the ""/name/"" name already exists","Attribute group with the ""/name/"" name already exists"
"Attribute model not defined","屬性型號未定義"
"Attribute with the same code already exists","屬性代碼已存在"
"Attributes","屬性"
"Attrribute names can be specified per store.","Attrribute names can be specified per store."
"Autogenerate","自動生成"
"Availability","Availability"
"Availability: In stock.","庫存：有貨"
"Availability: Out of stock.","庫存：缺貨。 "
"Back","返回"
"Backend Model","後台型號"
"Backend Table","後台表"
"Backend Table Title","後台表標題"
"Backorders","缺貨訂單"
"Base directory to upload image file is not specified","沒有設定上傳圖片文件的基準目錄"
"Based On","Based On "
"Best Value","超值"
"Block after Info Column","Block after Info Column"
"Bottom/Left","左下"
"Bottom/Right","右下"
"Browse By","查看"
"Buy %1$s for %2$s","Buy %1$s for %2$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","Buy %1$s for %2$s (%3$s incl. tax) each"
"Buy %1$s for %2$s each","Buy %1$s for %2$s each"
"Can be used only with catalog input type Dropdown","僅用於目錄下拉菜單"
"Can be used only with catalog input type Dropdown, Multiple Select and Price","僅用於目錄下拉菜單、多重選擇和價格"
"Can't create image.","Can't create image."
"Cannot create writeable directory '%s'","Cannot create writeable directory '%s'"
"Cart Item Attribute","購物車商品屬性"
"Catalog","目錄"
"Catalog Input Type for Store Owner","店主的目錄輸入類型"
"Catalog Price Scope","目錄價格範圍"
"Catalog Section","Catalog Section"
"Catalog, Search","目錄，搜索"
"Categories","分類"
"Categories Sitemap","Categories Sitemap"
"Category","分類"
"Category API","Category API"
"Category Data","分類數據"
"Category Navigation:","分類導航： "
"Category Products","分類商品"
"Category Top Navigation","Category Top Navigation"
"Category URL Suffix","Category URL Suffix"
"Category attributes API","Category attributes API"
"Category delete error","刪除分類出錯"
"Category deleted","分類已刪除"
"Category move error","移動分類出錯"
"Category must be instance of Mage_Catalog_Model_Category","Category must be instance of Mage_Catalog_Model_Category"
"Category saved","分類已保存"
"Change","修改"
"Change or Retrieve attribute store view","Change or Retrieve attribute store view"
"Change status","修改狀態"
"Check items to add to the cart or","Check items to add to the cart or"
"Choose an Option...","選擇選項... "
"Choose option...","選擇選項... "
"Clear All","Clear All"
"Clear All Items","清楚所有商品"
"Close Window","關閉窗口"
"Collapse All","Collapse All"
"Comparable","可比較"
"Comparable on Front-end","可在前台比較"
"Compare Items","商品比較"
"Compare Products","Compare Products"
"Compare Products (%d)","Compare Products (%d)"
"Compare Products - %d Items","商品比較 - %d件商品"
"Compare Products List","商品比較列表"
"Compare list successfully cleared","成功刪除比較列表"
"Conditions Combination","條件組合"
"Configurable Product","可設置商品"
"Configurable Product Settings","可設置商品的設置"
"Continue","繼續"
"Copy From Configurable","從可設置複製"
"Country/State","Country/State"
"Create","Create"
"Create (Upload)","Create (Upload)"
"Create Empty","創建空"
"Create Product Settings","創建商品設置"
"Create Simple Associated Product","創建簡單相關商品"
"Create new category","Create new category"
"Create new product","Create new product"
"Cross-sells","關聯銷售"
"Currently Shopping by","當前購物人"
"Custom Design","定制設計"
"Custom Options","Custom Options"
"Customer Group","客戶組"
"Customers Reviews","客戶評論"
"Customers Tagged Product","客戶標籤商品"
"Customers for alert %s was successfuly added to queue","成功添加提醒%s的客戶到隊列"
"Data Type for Saving in Database","保存在數據庫的日期類型"
"Date","日期"
"Date & Time Custom Options","Date & Time Custom Options"
"Date Subscribed","訂閱日期"
"Date fields order","Date fields order"
"Datetime","日期"
"Decimal","小數"
"Decimal Number","小數"
"Declare attribute value saving scope","定義屬性值保存範圍"
"Default Qty","缺省數量"
"Default Values","缺省值"
"Default price","缺省價格"
"Default value","缺省值"
"Delete","刪除"
"Delete Attribute","刪除屬性"
"Delete Attribute Set","刪除屬性組合"
"Delete Category","刪除分類"
"Delete Option","刪除選項"
"Delete Row","Delete Row"
"Delete Search","刪除搜索"
"Delete Selected Group","刪除所選組"
"Delete category","Delete category"
"Delete product","Delete product"
"Depends on design theme","Depends on design theme"
"Design","設計"
"Disabled","禁用"
"Display in Suggested Terms","在建議關鍵詞中顯示"
"Double click on a group to rename it","雙擊組改名"
"Double click on above image to view full picture","Double click on above image to view full picture"
"Dropdown","下拉菜單"
"Duplicate","重複"
"Duplicate website tier price customer group and quantity.","複製網站價格客戶組和數量。 "
"Duplicate website, country and state tax found.","Duplicate website, country and state tax found."
"Edit","修改"
"Edit Attribute Set '%s'","修改屬性組合'%s' "
"Edit Product Attribute","修改商品屬性"
"Edit Product Attribute ""%s""","修改商品屬性""%s"" "
"Edit Search","編輯搜尋"
"Edit Search '%s'","編輯搜尋 '%s' "
"Email","電子郵件"
"Email to a Friend","發郵件給朋友"
"Empty","空"
"Enabled","激活"
"Error during retrieval of option value: %s","讀取選項值時出錯：%s "
"Error while adding customers for %s alert. Message: %s","添加%s提醒的客戶時出錯。信息：%s "
"Error while saving this group. Group with the same name already exists.","保存該組時出錯，同名組已存在。 "
"Error while saving this group. Please try again later.","保存該組時出錯，請稍後再試。 "
"Exclude","不含"
"Expand All","Expand All"
"Failed","失敗"
"Failed to move file: %s","無法移動文件：%s "
"Feature Products","推薦商品"
"File options format is not valid","File options format is not valid"
"File upload failed","File upload failed"
"Filter model name must be declared","請定義條件的型號名稱"
"Filter must be as object. Set correct filter please","條件必須為對象，請修改條件"
"Filterable (no results)","有條件(不含結果) "
"Filterable (with results)","有條件(含結果) "
"Filters must be as array","條件必須為數組"
"First Name","名字"
"Fixed","固定"
"Flat Catalog module has a limit of %2$d filterable and/or sort able attributes. Currently there are %1$d. Please reduce the number of filterable/sort able attributes in order to use this module.","Flat Catalog module has a limit of %2$d filterable and/or sort able attributes. Currently there are %1$d. Please reduce the number of filterable/sort able attributes in order to use this module."
"For internal use. Must be unique with no spaces","內部使用，必須唯一且不含空格"
"For reindex enabled product(s) you need specify store or product","For reindex enabled product(s) you need specify store or product"
"Frontend","前台"
"Frontend Model","前台型號"
"Frontend Properties","前台屬性"
"Gallery","Gallery "
"General Information","基本信息"
"Get special price","Get special price"
"Global","全站"
"Globally Editable","可全站修改"
"Go to Home Page","轉到首頁"
"Grid","格子"
"Grouped Product","組合商品"
"Groups","組"
"Home","首頁"
"ID","編號"
"ID: %s","ID: %s"
"If you do not specify an option value for a specific store view then the default (Admin) value will be used.","If you do not specify an option value for a specific store view then the default (Admin) value will be used."
"Image","圖片"
"Image content is not valid base64 data.","Image content is not valid base64 data."
"Image file not found","圖片文件沒找到"
"Image not exists","圖片不存在"
"Image not specified.","Image not specified."
"Image type and information need to be specified for each store view.","每個商店界面要輸入圖片類型和信息。 "
"In Stock","有庫存"
"In stock","有庫存"
"In stock.","In stock."
"Incl. Tax","Incl. Tax"
"Input Type","Input Type"
"Input Validation for Store Owner","輸入格式"
"Integer","整數"
"Integer Number","整數"
"Invalid Tier Prices","Invalid Tier Prices"
"Invalid attribute %s","Invalid attribute %s"
