"%s - Discounts and Coupons","%s - İndirimler ve Kuponlar"
"%s - Special Discounts","%s - Özel İndirimler"
"%s RSS Feed","%s RSS Akışı"
"%s has reached a quantity of %s.","%s, %s için belirlenen adet limitini geçti."
"%s's Wishlist","%s's Takip Listesi"
"Cannot retrieve the wishlist","Takip listesi alınamadı"
"Catalog","Katalog"
"Category Feeds","Kategori Veri Akışı"
"Comment: %s<br/>","Yorum: %s<br/>"
"Coupons/Discounts","Kuponlar/İndirimler"
"Current Status: %s<br/>","Durum : %s<br/>"
"Customer Name: %s","Müşteri Adı : %s"
"Customer Order Status Notification","Müşteri Sipariş Durum Bildirimi"
"Details for %s #%s"," %s için Detaylar / #%s"
"Discount ","İndirim "
"Enable RSS","RSS'i aç"
"Error in processing xml. %s","XML oluşturmada hata. %s"
"From:","Gönderen :"
"Get Feed","Veri Akışı Al"
"Gift Message","Hediye Mesajı"
"Grand Total","Genel Toplam"
"Low Stock Products","Stoku Azalmış Ürünler"
"Message:","Mesaj :"
"Miscellaneous Feeds","Çeşitli Veri Akışları"
"New Orders","Yeni Siparişler"
"New Products","Yeni Ürünler"
"New Products from %s","%s Yeni Ürünler"
"Notified Date: %s<br/>","Bildirim Tarihi : %s<br/>"
"Order # %s Notification(s)","Sipariş # %s Bildirim(ler)i"
"Order #%s created at %s","#%s Numaralı sipariş %s tarihinde oluşturuldu"
"Pending product review(s)","Bekleyen Ürün Yorumları"
"Product: ""%s"" review By: %s","Ürün : ""%s"" Yorumlayan : %s"
"Product: <a href=""%s"">%s</a> <br/>","Ürün : <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","%s tarafından etiketlenen ürünler"
"Purchased From: %s","Satıcı : %s"
"RSS","RSS"
"RSS Feeds","RSS Akışları"
"RSS testing","RSS test ediliyor"
"Review: %s <br/>","Yorum : %s <br/>"
"Rss Config","Rss Ayarları"
"Rss Feeds Section","Rss Akışları Bölümü"
"Shipping & Handling","Kargolama ve Teslim Alma"
"Special Products","Özel Ürünler"
"Special/Discount Products","Özel/İndirimli Ürünler"
"Store: %s <br/>","Mağaza : %s <br/>"
"Subtotal","Ara Toplam "
"Summary of review: %s <br/>","Yorum özeti : %s <br/>"
"Tags Products","Ürün Etiketleri"
"Tax","Vergi"
"There are no Rss Feeds","Hiç RSS akışı yok"
"There are no Rss Feeds.","Hiç RSS akışı yok."
"To:","Alıcı :"
"Top Level Category","En üst kategori"
"Total Products: %s","Toplam Ürün Sayısı : %s"
"Total: %s<br/>","Toplam : %s<br/>"
"Wishlist","Takip Listesi"
"click <a href=""%s"">here</a> to view the review","Yorumu görmek için <a href=""%s"">BURAYA</a> tıklayınız"
