"-- Please select --","-- Please select --"
"Allowed currencies","Дозволені валюти"
"Base currency","Base currency"
"Cannot retrieve rate from %s","Неможливо отримати курс з %s"
"Connection timeout in seconds","Connection timeout in seconds"
"Continue &raquo;","Продовжити &raquo;"
"Country","Country"
"Country Api","Country Api"
"Country and Format Type combination should be unique","Країна та тип формату повинні бути унікальні"
"Currency","Валюта"
"Currency Options","Варіанти валюти"
"Currency Setup","Встановлення валюти"
"Currency Update Warnings","Попередження по оновлення валюти"
"Currency will be used for all online payment transactions","Currency will be used for all online payment transactions"
"Default display currency","Валюта за замовчуванням"
"Directory","Directory"
"Enabled","Показувати"
"Error Email Recipient","Невірний отримувач Email "
"Error Email Sender","Невірний відправник Email"
"Error Email Template","Невірний шаблон Email"
"FATAL ERROR:","КРИТИЧНА ПОМИЛКА:"
"Frequency","Періодичність"
"Installed Currencies","Встанвлені валюти"
"Invalid Import Service Specified","Визначена невірна послуга імпорту"
"Invalid country code: %s","Невірний код країни: %s"
"Invalid rates received","Отримані невірні курси"
"Invalid target currency","Невірна валюта призначення"
"List of countries","List of countries"
"List of regions in specified country","List of regions in specified country"
"Region","Region"
"Region Api","Region Api"
"Remove space from currency sign","Remove space from currency sign"
"Scheduled Import Settings","Запланований імпорт налаштувань"
"Select Your Currency","Виберіть Вашу валюту"
"Service","Послуга"
"Start Time","Час початку"
"State/Province","Регіон/область"
"Strikeiron Email Update Warnings","Strikeiron Email Update Warnings"
"Unable to initialize import model","Немодливо ініціалізувати модель імпорту"
"Undefined rate from ""%s-%s""","Невизначений курс з ""%s-%s"""
"WARNING:","УВАГА:"
"Webservicex","Webservicex"
"Your current currency is: %s","Ваша поточна валюта: %s"
