"%s - Discounts and Coupons","%s - Discounts and Coupons"
"%s - Special Discounts","%s - Спеціальні знижки"
"%s RSS Feed","%s RSS Feed"
"%s has reached a quantity of %s.","%s досягнуло кількості %s."
"%s's Wishlist","Список бажань %s"
"Cannot retrieve the wishlist","Неможливо завантажити список бажань"
"Catalog","Каталог"
"Category Feeds","Category Feeds"
"Comment: %s<br/>","Коментар: %s<br/>"
"Coupons/Discounts","Сертифікати/Знижки"
"Current Status: %s<br/>","Поточний статус: %s<br/>"
"Customer Name: %s","Ім'я клієнта: %s"
"Customer Order Status Notification","Повідомлення про статус замовлення клієнта"
"Details for %s #%s","Деталі %s #%s"
"Discount ","Знижка"
"Enable RSS","Увімкнути RSS"
"Error in processing xml. %s","Помилка при обробці xml. %s"
"From:","Від:"
"Get Feed","Завантажити стрічку новин"
"Gift Message","Привітальне повідомлення"
"Grand Total","Загальна вартість"
"Low Stock Products","Товари, що закінчуються на складі"
"Message:","Повідомлення:"
"Miscellaneous Feeds","Miscellaneous Feeds"
"New Orders","Нові замовлення"
"New Products","Нові товари"
"New Products from %s","Нові товари від %s"
"Notified Date: %s<br/>","Дата повідомлення: %s<br/>"
"Order # %s Notification(s)","Повідомлення замовлення # %s "
"Order #%s created at %s","Замовдення #%s створено %s"
"Pending product review(s)","Відгук(и) про товар в очікуванні"
"Product: ""%s"" review By: %s","Товар: ""%s"" відгук від: %s"
"Product: <a href=""%s"">%s</a> <br/>","Товар: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Товари помічені з %s"
"Purchased From: %s","Куплено з: %s"
"RSS","RSS"
"RSS Feeds","Стрічка новин RSS"
"RSS testing","RSS testing"
"Review: %s <br/>","Відгук: %s <br/>"
"Rss Config","Налаштування Rss"
"Rss Feeds Section","Rss Feeds Section"
"Shipping & Handling","Доставка і Транспортування"
"Special Products","Спеціальні товари"
"Special/Discount Products","Спеціальні товари/товари зі знижкою"
"Store: %s <br/>","Група магазинів: %s <br/>"
"Subtotal","Вартість"
"Summary of review: %s <br/>","Підсумок відгуку: %s <br/>"
"Tags Products","Теги товарів"
"Tax","Податок"
"There are no Rss Feeds","There are no Rss Feeds"
"There are no Rss Feeds.","There are no Rss Feeds."
"To:","Кому:"
"Top Level Category","Категорія найвищого рівня"
"Total Products: %s","Total Products: %s"
"Total: %s<br/>","Всього: %s<br/>"
"Wishlist","Список бажань"
"click <a href=""%s"">here</a> to view the review","Перейдіть <a href=""%s"">сюди</a> для огляду відгуку"
