" for more information or email us at ","для получения дополнительной информации или напишите нам на"
"# of Items (and above)","# товаров (и более)"
"# of Items vs. Destination","# товаров для назначения"
"Allow Shipping to multiple addresses","Разрешить доставку на несколько адресов"
"Calculate Handling Fee","Рассчитать стоимость упаковки"
"Carrier:","Перевозчик:"
"City","Город"
"Close Window","Закрыть окно"
"Condition","Условие"
"Country","Страна"
"Date","Дата"
"Delivered on:","Поставлено:"
"Delivered to:","Поставлено к:"
"Description","Описание"
"Displayed Error Message","Отображенное сообщение об ошибке"
"Duplicate Row #%s (Country ""%s"", Region/State ""%s"", Zip ""%s"" and Value ""%s"")","Повторяющиеся строки # %s (страна ' %s', регион/государства ' %s', почтовый ' %s', а значение ' %s')"
"Enabled","Включено"
"Error:","Ошибка:"
"Export","Экспорт"
"Fixed","Фиксированное значение"
"Flat Rate","Фиксированная ставка"
"Free Shipping","Бесплатная доставка"
"Handling Fee","Цена удержания"
"Import","Импорт"
"Info:","Информация:"
"Invalid %s ""%s"" in the Row #%s","Неправильный %s ' %s' в строке # %s"
"Invalid Country ""%s"" in the Row #%s","Неправильный страна ' %s' в строке # %s"
"Invalid Region/State ""%s"" in the Row #%s","Неправильный регион/государства ' %s' в строке # %s"
"Invalid Shipping Price ""%s"" in the Row #%s","Неправильный судостроению цена ' %s' в строке # %s"
"Invalid Table Rate code for type %s: %s","Неправильный код ставки для типа %s: %s"
"Invalid Table Rate code type: %s","Неправильный код ставки: %s"
"Invalid Table Rates File Format","Неправильная формат файла таблицы ставок"
"Local Time","Местное время"
"Location","Местоположение"
"Maximum qty allowed for Shipping to multiple addresses","Максимальное количество допустимое для многоадресной доставки"
"Method name","Название метода"
"Minimum order amount","Минимальная сумма заказа"
"N/A","Не применимо"
"None","Нет"
"Options","Параметры"
"Order Subtotal (and above)","Предварительный итог заказа"
"Origin","Расположение магазина"
"Per Order","на заказ"
"Per Package","на упаковку"
"Percent","Процент"
"Price","Цена"
"Price vs. Destination","Цена vs Пункт назначения"
"Region/State","Регион/штат"
"Service Type:","Тип обслуживания:"
"Ship to Specific countries","Доставлять в указанные страны"
"Ship to applicable countries","Доставлять в допустимые страны"
"Shipment #","Номер отправления"
"Shipped or billed on:","Отгружено ли оплачено в:"
"Shipping Methods","Методы доставки"
"Shipping Methods Section","Раздел методов доставки"
"Shipping Settings","Настройки доставки"
"Shipping Settings Section","Раздел настройки доставки"
"Show method if not applicable","Показывать метод, если не применимо"
"Signed by:","Подписано:"
"Sort order","Сортировать по"
"Status:","Статус:"
"Store Pickup","Самовывоз"
"Table rates","Таблица ставок"
"The shipping module is not available for selected delivery country","Доставка невозможна для выбранной страны"
"There is no tracking available for this shipment.","Для этой отгрузки отслеживание недоступно."
"There is no tracking available.","Отслеживание недоступно."
"This shipping method is currently unavailable. If you would like to ship using this shipping method, please contact us.","Метод доставки в настоящее время недоступен, Если вы хотите его использовать, свяжитесь с нами"
"Title","Заголовок"
"Track:","Отслеживание:"
"Tracking Number:","Номер отслеживания:"
"Tracking information is currently not available. Please ","Информация об отслеживании в настоящий момент недоступна. Пожалуйста"
"Tracking information is currently unavailable.","Информация об отслеживании в настоящий момент недоступна."
"Type","Тип"
"Weight (and above)","Вес (и выше)"
"Weight vs. Destination","Вес vs Место назначения"
"Weight:","Вес:"
"ZIP/Postal Code","Почтовый индекс"
"contact us","Свяжитесь с нами"
