"%s - Discounts and Coupons","%s - ส่วนลดและคูปอง"
"%s - Special Discounts","%s - ส่วนลดพิเศษ"
"%s RSS Feed","%s RSS Feed"
"%s has reached a quantity of %s.","%s ถึงจำนวน %s."
"%s's Wishlist","%s's Wishlist"
"Cannot retrieve the wishlist","ไม่สามารถเรียกข้อมูล wishlist คืนมาได้ "
"Catalog","รายการสินค้า"
"Category Feeds","Category Feeds"
"Comment: %s<br/>","ข้อคิดเห็น: %s<br/>"
"Coupons/Discounts","คูปอง/ส่วนลด"
"Current Status: %s<br/>","สถานะปัจจุบัน: %s<br/>"
"Customer Name: %s","ชื่อลูกค้า: %s"
"Customer Order Status Notification","การแจ้งสถานะของคำสั่งซื้อลูกค้า"
"Details for %s #%s","รายละเอียดสำหรับ %s #%s"
"Discount ","ส่วนลด"
"Enable RSS","เปิดการใช้งาน RSS"
"Error in processing xml. %s","ความผิดพลาดในการดำเนินการ xml. %s"
"From:","จาก:"
"Get Feed","รับ Feed"
"Gift Message","Gift Message"
"Grand Total","รวมทั้งหมด"
"Low Stock Products","สินค้าในคลังสินค้ามีน้อย"
"Message:","ข้อความ:"
"Miscellaneous Feeds","Miscellaneous Feeds"
"New Orders","คำสั่งซื้อใหม่"
"New Products","สินค่าใหม่"
"New Products from %s","สินค้าใหม่จาก %s"
"Notified Date: %s<br/>","วันที่แจ้งให้ทราบ: %s<br/>"
"Order # %s Notification(s)","การแจ้งคำสั่งซื้อ # %s ให้ทราบ"
"Order #%s created at %s","คำสั่งซื้อ #%s ถูกสร้างเมื่อ %s"
"Pending product review(s)","Pending product review(s)"
"Product: ""%s"" review By: %s","สินค้า: ""%s"" วิจารณ์โดย: %s"
"Product: <a href=""%s"">%s</a> <br/>","สินค้า: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","สินค้าถูก Tag ด้วย %s"
"Purchased From: %s","ซื้อจาก: %s"
"RSS","RSS"
"RSS Feeds","RSS Feed"
"RSS testing","RSS testing"
"Review: %s <br/>","บทวิจารณ์: %s <br/>"
"Rss Config","ตั้งค่า Rss "
"Rss Feeds Section","Rss Feeds Section"
"Shipping & Handling","การจัดการและขนส่งสินค้า"
"Special Products","สินค้าพิเศษ"
"Special/Discount Products","สินค้าพิเศษ/ลดราคา"
"Store: %s <br/>","ร้านค้า: %s <br/>"
"Subtotal","รวม"
"Summary of review: %s <br/>","สรุปบทวิจารณ์: %s <br/>"
"Tags Products","Tag สินค้า"
"Tax","ภาษี"
"There are no Rss Feeds","There are no Rss Feeds"
"There are no Rss Feeds.","There are no Rss Feeds."
"To:","ถึง:"
"Top Level Category","ประเภทระดับบนสุด"
"Total Products: %s","Total Products: %s"
"Total: %s<br/>","ทั้งหมด: %s<br/>"
"Wishlist","Wishlist"
"click <a href=""%s"">here</a> to view the review","คลิก <a href=""%s"">ที่นี่</a> เพื่อดูบทวิจารณ์"
