"%s - Discounts and Coupons","%s – Popusti i kuponi"
"%s - Special Discounts","%s – Specijalni popusti"
"%s RSS Feed","%s RSS Feed"
"%s has reached a quantity of %s.","%s je dosegao količinu od %s."
"%s's Wishlist","%s's lista želja"
"Cannot retrieve the wishlist","Ne mogu pronaći listu želja"
"Catalog","Katalog"
"Category Feeds","Category Feeds"
"Comment: %s<br/>","Komentar: %s<br/>"
"Coupons/Discounts","Kuponi/Popusti"
"Current Status: %s<br/>","Trenutni status: %s<br/>"
"Customer Name: %s","Ime kupca: %s"
"Customer Order Status Notification","Obavijest kupcu o statusu narudžbe"
"Details for %s #%s","Detalji za %s #%s"
"Discount ","Popust"
"Enable RSS","Omogući RSS"
"Error in processing xml. %s","Greška pri procesiranju xml. %s"
"From:","Od:"
"Get Feed","Prihvati izvor"
"Gift Message","Poruka uz poklon"
"Grand Total","Sveukupno"
"Low Stock Products","Proizvodi koji su u maloj količini"
"Message:","Poruka:"
"Miscellaneous Feeds","Miscellaneous Feeds"
"New Orders","Nove narudžbe"
"New Products","Novi proizvodi"
"New Products from %s","Novi proizvodi od %s"
"Notified Date: %s<br/>","Datum obavještavanja: %s<br/>"
"Order # %s Notification(s)","Obavijest(i) o narudžbi # %s"
"Order #%s created at %s","Narudžba #%s kreirana u %s"
"Pending product review(s)","Očekujemo racenziju/e proizvoda"
"Product: ""%s"" review By: %s","Proizvod: ""%s"" recenzirao/la: %s"
"Product: <a href=""%s"">%s</a> <br/>","Proizvod: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Proizvod označen s %s"
"Purchased From: %s","Naručio/la: %s"
"RSS","RSS"
"RSS Feeds","RSS izvori"
"RSS testing","RSS testing"
"Review: %s <br/>","Recenzija: %s <br/>"
"Rss Config","RSS config"
"Rss Feeds Section","Rss Feeds Section"
"Shipping & Handling","Dostava & manipulativni troškovi"
"Special Products","Specijalni proizvodi"
"Special/Discount Products","Specijalni/Proizvodi s popustom"
"Store: %s <br/>","Store: %s <br/>"
"Subtotal","Ukupno"
"Summary of review: %s <br/>","Sažetak recenzije: %s <br/>"
"Tags Products","Oznake proizvoda"
"Tax","Porez"
"There are no Rss Feeds","There are no Rss Feeds"
"There are no Rss Feeds.","There are no Rss Feeds."
"To:","Na:"
"Top Level Category","Primarna kategorija"
"Total Products: %s","Total Products: %s"
"Total: %s<br/>","Ukupno: %s<br/>"
"Wishlist","Lista želja"
"click <a href=""%s"">here</a> to view the review","kliknite <a href=""%s"">here</a> da biste vidjeli recenziju"
