"%s - Discounts and Coupons","%s - Discounts and Coupons"
"%s - Special Discounts","%s - Special Discounts"
"%s RSS Feed","%s RSS Feed"
"%s has reached a quantity of %s.","%s has reached a quantity of %s."
"%s's Wishlist","%s spisek želja"
"Cannot retrieve the wishlist","Ne morem dostopati do spiska želja"
"Catalog","Katalog"
"Category Feeds","Category Feeds"
"Comment: %s<br/>","Komentar: %s<br/>"
"Coupons/Discounts","Coupons/Discounts"
"Current Status: %s<br/>","Trenutni Status: %s<br/>"
"Customer Name: %s","Customer Name: %s"
"Customer Order Status Notification","Customer Order Status Notification"
"Details for %s #%s","Details for %s #%s"
"Discount ","Discount "
"Enable RSS","Enable RSS"
"Error in processing xml. %s","Error in processing xml. %s"
"From:","Od:"
"Get Feed","Get Feed"
"Gift Message","Darilno sporoèilo"
"Grand Total","Skupaj"
"Low Stock Products","Low Stock Products"
"Message:","Sporoèilo:"
"Miscellaneous Feeds","Miscellaneous Feeds"
"New Orders","Nova naroèila"
"New Products","Novi artikli"
"New Products from %s","Novi artikli od %s"
"Notified Date: %s<br/>","Notified Date: %s<br/>"
"Order # %s Notification(s)","Naroèila # %s obvestilo(a)"
"Order #%s created at %s","Order #%s created at %s"
"Pending product review(s)","Pending product review(s)"
"Product: ""%s"" review By: %s","Product: ""%s"" review By: %s"
"Product: <a href=""%s"">%s</a> <br/>","Product: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Products tagged with %s"
"Purchased From: %s","Purchased From: %s"
"RSS","RSS"
"RSS Feeds","RSS Feeds"
"RSS testing","RSS testing"
"Review: %s <br/>","Review: %s <br/>"
"Rss Config","Rss Nastavitve"
"Rss Feeds Section","Rss Feeds Section"
"Shipping & Handling","Shipping & Handling"
"Special Products","Special Products"
"Special/Discount Products","Special/Discount Products"
"Store: %s <br/>","Trgovina: %s <br/>"
"Subtotal","Skupaj za plaèilo"
"Summary of review: %s <br/>","Summary of review: %s <br/>"
"Tags Products","Tags Products"
"Tax","Davek"
"There are no Rss Feeds","There are no Rss Feeds"
"There are no Rss Feeds.","There are no Rss Feeds."
"To:","Za:"
"Top Level Category","Top Level Category"
"Total Products: %s","Total Products: %s"
"Total: %s<br/>","Skupaj: %s<br/>"
"Wishlist","Seznam želja"
"click <a href=""%s"">here</a> to view the review","click <a href=""%s"">here</a> to view the review"
