"%s - Discounts and Coupons","%s - Nuolaidos ir Kuponai"
"%s - Special Discounts","%s - Specialios nuolaidos"
"%s RSS Feed","%s RSS Feed"
"%s has reached a quantity of %s.","%s yra kiekis %s."
"%s's Wishlist","%s's Wishlist"
"Cannot retrieve the wishlist","Negali atkurti Pažymėtų sąrašo"
"Catalog","Katalogas"
"Category Feeds","Category Feeds"
"Comment: %s<br/>","Komentaras: %s<br/>"
"Coupons/Discounts","Kuponai/Nuolaidos"
"Current Status: %s<br/>","Būsena: %s<br/>"
"Customer Name: %s","Pirkėjo vardas: %s"
"Customer Order Status Notification","Pirkėjo Sąskaitos Būsenos Informacija"
"Details for %s #%s","Info %s #%s"
"Discount ","Nuolaida "
"Enable RSS","Įjungti RSS"
"Error in processing xml. %s","Klaida generuojant xml. %s"
"From:","Nuo:"
"Get Feed","Gauti Pranešimą"
"Gift Message","Dovanos žinutė"
"Grand Total","Visa suma"
"Low Stock Products","Mažai prekių"
"Message:","Žinutė:"
"Miscellaneous Feeds","Miscellaneous Feeds"
"New Orders","Naujas užsakymas"
"New Products","Naujas produktas"
"New Products from %s","Naujas produktas iš %s"
"Notified Date: %s<br/>","Pranešimo Data: %s<br/>"
"Order # %s Notification(s)","Sąskaita # %s Pranešimas(-ai)"
"Order #%s created at %s","Sąskaita #%s sukurta %s"
"Pending product review(s)","Pending product review(s)"
"Product: ""%s"" review By: %s","Prekė: ""%s"" apžvalga: %s"
"Product: <a href=""%s"">%s</a> <br/>","Prekė: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Produkto žymės %s"
"Purchased From: %s","Pirko: %s"
"RSS","RSS"
"RSS Feeds","RSS Naujienos"
"RSS testing","RSS testing"
"Review: %s <br/>","Apžvalga: %s <br/>"
"Rss Config","Rss Nustatymai"
"Rss Feeds Section","Rss Feeds Section"
"Shipping & Handling","Paruošimas ir pristatymas"
"Special Products","Speciali Prekė"
"Special/Discount Products","Specialios/Nuolaidos Prekės"
"Store: %s <br/>","Parduotuvė: %s <br/>"
"Subtotal","Tarpinė suma"
"Summary of review: %s <br/>","Apžvalgos reziumė: %s <br/>"
"Tags Products","Produktų Žymės"
"Tax","Mokesčiai"
"There are no Rss Feeds","There are no Rss Feeds"
"There are no Rss Feeds.","There are no Rss Feeds."
"To:","Kam:"
"Top Level Category","Pagrindinė Kategorija"
"Total Products: %s","Total Products: %s"
"Total: %s<br/>","Viso: %s<br/>"
"Wishlist","Pažymėtų sąrašas"
"click <a href=""%s"">here</a> to view the review","spragtelėkite <href =""%s""> čia </a>, norėdami peržiūrėti apžvalgą"
