"%s - Discounts and Coupons","%s - הנחות וקופונים"
"%s - Special Discounts","%s - הנחות מיוחדות"
"%s RSS Feed","%s  הזנת RSS"
"%s has reached a quantity of %s.","%s הגיע לכמות של %s."
"%s's Wishlist","%s's רשימת חלומות"
"Cannot retrieve the wishlist","לא יכול לקבל רשימת חלומות"
"Catalog","קטלוג"
"Category Feeds","הזנת קטגוריה"
"Comment: %s<br/>","הערה: %s<br/>"
"Coupons/Discounts","קופונים/הנחות"
"Current Status: %s<br/>","סטטוס נוכחי: %s<br/>"
"Customer Name: %s","שם לקוח: %s"
"Customer Order Status Notification","לקוח - תזכורת על סטטוס הזמנה"
"Details for %s #%s","פרטים עבור %s #%s"
"Discount ","הנחה"
"Enable RSS","אפשר RSS"
"Error in processing xml. %s","שגיאה בעיבוד xml. %s"
"From:","מ:"
"Get Feed","קבל בחינם"
"Gift Message","ברכה"
"Grand Total","סה""כ כללי"
"Low Stock Products","מוצרים במלאי נמוך"
"Message:","הודעה:"
"Miscellaneous Feeds"," הזנת Miscellaneous "
"New Orders","הזמנות חדשות"
"New Products","מוצרים חדשים"
"New Products from %s","מוצרים חדשים מ %s"
"Notified Date: %s<br/>","תאריך התרעה: %s<br/>"
"Order # %s Notification(s)","תזכורת(ות) הזמנה # %s"
"Order #%s created at %s","הזמנה #%s נוצרה ב %s"
"Pending product review(s)","סיקור(י) מוצר בהמתנה"
"Product: ""%s"" review By: %s","מוצר: ""%s"" סוקר ע""י: %s"
"Product: <a href=""%s"">%s</a> <br/>","מוצר: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","מוצרים מתוייגים עם %s"
"Purchased From: %s","נקנה מ: %s"
"RSS","RSS"
"RSS Feeds"," הזנת RSS"
"RSS testing","RSS testing"
"Review: %s <br/>","סקירה: %s <br/>"
"Rss Config","Rss הגדרות"
"Rss Feeds Section","איזור -  הזנת RSS"
"Shipping & Handling","טיפול ומשלוח"
"Special Products","מוצרים מיוחדים"
"Special/Discount Products","Special/Discount Products"
"Store: %s <br/>","חנות: %s <br/>"
"Subtotal","סך ביניים"
"Summary of review: %s <br/>","סיכום סיקור: %s <br/>"
"Tags Products","תיוגים עבור מוצרים"
"Tax","מע""מ"
"There are no Rss Feeds","אין הזנות RSS"
"There are no Rss Feeds.","There are no Rss Feeds."
"To:","עבור/ל/עד:"
"Top Level Category","קטגוריית אב/מקור"
"Total Products: %s","Total Products: %s"
"Total: %s<br/>","סה""כ: %s<br/>"
"Wishlist","רשימת החלומות"
"click <a href=""%s"">here</a> to view the review","לחץ <a href=""%s"">כאן</a> לצפות במשוב"
