"* Required Fields","* Campos obrigatórios"
"Comment","Comentários"
"Contact Form","Formulário de contato"
"Contact Information","Informações de contato"
"Contact Us","Fale conosco"
"Contacts","Contatos"
"Contacts Section","Seção de contatos"
"Email","E-mail"
"Email Options","Opções de e-mail"
"Email Sender","Remetente do e-mail"
"Email Template","Modelo de e-mail"
"Enable Contact Us","Habilitar fale conosco"
"Name","Nome"
"Send Emails To","Enviar e-mail para"
"Submit","Enviar"
"Telephone","Telefone"
"Unable to submit your request. Please, try again later","Não foi possível enviar sua mensagem. Por favor, tente novamente mais tarde"
"Your inquiry was submitted and will be responded to as soon as possible. Thank you for contacting us.","Sua dúvida foi enviada e será respondida o mais rápido possível. Obrigado por entrar em contato."
"Contact Us","Contact Us"
"Contact Information","Contact Information"
"Name","Name"
"Email","Email"
"Telephone","Telephone"
"Comment","Comment"
"* Required Fields","* Required Fields"
