"%s - Discounts and Coupons","%s - rabatter og kuponer"
"%s - Special Discounts","%s - Gode tilbud"
"%s RSS Feed","%s RSS Feed"
"%s has reached a quantity of %s.","%s har nået et antal af %s"
"%s's Wishlist","%s's ønskeseddel"
"Cannot retrieve the wishlist","Kan ikke hente ønskeseddel"
"Catalog","Katalog"
"Category Feeds","Kategorifeed"
"Comment: %s<br/>","Kommentar: %s<br/>"
"Coupons/Discounts","Kuponer/rabatter"
"Current Status: %s<br/>","Nuværende status: %s<br/>"
"Customer Name: %s","Kunde: %s"
"Customer Order Status Notification","Besked om kundes ordrestatus"
"Details for %s #%s","Detaljer for %s #%s"
"Discount ","Rabat "
"Enable RSS","Aktiver RSS"
"Error in processing xml. %s","Fejl under behandling af XML: %s"
"From:","Fra:"
"Get Feed","Hent feed"
"Gift Message","Gavebesked"
"Grand Total","Total"
"Low Stock Products","Få produkter tilbage"
"Message:","Besked:"
"Miscellaneous Feeds","Diverse feeds"
"New Orders","Nye ordrer"
"New Products","Nye varer"
"New Products from %s","Nye produkter fra %s"
"Notified Date: %s<br/>","Beskeddato: %s<br/>"
"Order # %s Notification(s)","Beskeder i forbindelse med ordre # %s"
"Order #%s created at %s","Ordre #%s oprettet i %s"
"Pending product review(s)","Afventende produktanmeldelse(r)"
"Product: ""%s"" review By: %s","Produkt: ""%s"" bedømt af: %s"
"Product: <a href=""%s"">%s</a> <br/>","Produkt: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Varer tagget med %s"
"Purchased From: %s","Købt igennem: %s"
"RSS","RSS"
"RSS Feeds","RSS-feeds"
"RSS testing","RSS-test"
"Review: %s <br/>","Bedømmelse: %s <br/>"
"Rss Config","RSS konfiguration"
"Rss Feeds Section","Rss feeds-sektion"
"Shipping & Handling","Levering & håndtering"
"Special Products","Specielle produkter"
"Special/Discount Products","Specielle/rabatprodukter"
"Store: %s <br/>","Butik: %s <br/>"
"Subtotal","Subtotal"
"Summary of review: %s <br/>","Bedømmelse (kort): %s <br/>"
"Tags Products","Tags (produkter)"
"Tax","Moms"
"There are no Rss Feeds","Der er ingen RSS-feeds"
"There are no Rss Feeds.","Der er ingen RSS-feeds."
"To:","Til:"
"Top Level Category","Topkategori"
"Total Products: %s","Produkter i alt: %s"
"Total: %s<br/>","Total: %s<br/>"
"Wishlist","Ønskeseddel"
"click <a href=""%s"">here</a> to view the review","click <a href=""%s"">here</a> to view the review"
