"-- Please select --","-- اختر من فضلك --"
"Allowed currencies","العملات المتاحة"
"Base currency","Base currency"
"Cannot retrieve rate from %s","لايمكن استرجاع معدل من %s"
"Connection timeout in seconds","Connection timeout in seconds"
"Continue &raquo;","تابع&raquo;"
"Country","Country"
"Country Api","Country Api"
"Country and Format Type combination should be unique","Country and Format Type combination should be unique"
"Currency","العملة"
"Currency Options","خيارات العملة"""
"Currency Setup","اعدادات العملة"
"Currency Update Warnings","تحذير تحرير بيانات العملة"
"Currency will be used for all online payment transactions","Currency will be used for all online payment transactions"
"Default display currency","العملة المعروضة اعتياديا"
"Directory","Directory"
"Enabled","مفعل"
"Error Email Recipient","خطأ فى مستقبل الرسالة"
"Error Email Sender","خطأ فى مرسل الرسالة"
"Error Email Template","خطأ فى قالب الرسالة"
"FATAL ERROR:","خطأ حيوي:"
"Frequency","التردد"
"Installed Currencies","العملات المعدة"
"Invalid Import Service Specified","Invalid Import Service Specified"
"Invalid country code: %s","خطأ فى شفرة الدولة: %s"
"Invalid rates received","خطأ فى المعدل المستخدم"
"Invalid target currency","خطأ فى العملة المستهدفة"
"List of countries","List of countries"
"List of regions in specified country","List of regions in specified country"
"Region","Region"
"Region Api","Region Api"
"Remove space from currency sign","Remove space from currency sign"
"Scheduled Import Settings","اعدادات الاستيراد المجدول"
"Select Your Currency","أختر عملتك"
"Service","الخدمة"
"Start Time","زمن البداية"
"State/Province","الولاية - المحافظة"
"Strikeiron Email Update Warnings","Strikeiron Email Update Warnings"
"Unable to initialize import model","Unable to initialize import model"
"Undefined rate from ""%s-%s""","Undefined rate from ""%s-%s"""
"WARNING:","تحذير:"
"Webservicex","Webservicex"
"Your current currency is: %s","عملتك الحالية هى: %s"
