"%s and greater","%s and greater"
"Advanced Search","بحث متقدم"
"All","الكل"
"Applies for ""Like"" Search type only","Applies for ""Like"" Search type only"
"Apply Layered Navigation if search results are less than","Apply Layered Navigation if search results are less than"
"Attribute setting change related with Search Index. Please run <a href=""%s"">Rebuild Search Index</a> process","Attribute setting change related with Search Index. Please run <a href=""%s"">Rebuild Search Index</a> process"
"Autogenerated site map","خارطة موقع منشأة تلقائيا"
"Catalog Advanced Search","بحث متقدم فى الكتالوج"
"Catalog Search","Catalog Search"
"Don't see what you're looking for?","Don't see what you're looking for?"
"Go","Go"
"Go to Home Page","العودة الى الصفحة الرئيسية"
"Grid","Grid"
"Home","الرئيسية"
"List","قائمة"
"Maximum Query Length","Maximum Query Length"
"Maximum Query Words Count","Maximum Query Words Count"
"Maximum Search query  length is %s. Your query was cut.","Maximum Search query  length is %s. Your query was cut."
"Minimal Query Length","Minimal Query Length"
"Modify your search","Modify your search"
"No","No"
"No items were found using the following search criteria.","No items were found using the following search criteria."
"Please enter ""0"" to enable layered navigation for any number of results","Please enter ""0"" to enable layered navigation for any number of results"
"Popular Search Terms","كلمات البحث الشائعة"
"Popular search terms","كلمات البحث الشائعة"
"Relevance","Relevance"
"Required Fields","حقول مطلوبة"
"Results","نتائج"
"Search","بحث"
"Search Settings","اعدادات البحث"
"Search Site","ابحث بالموقع"
"Search Terms","Search Terms"
"Search Type","Search Type"
"Search entire store here...","ابحث فى المتجر بالكامل هنا..."
"Search results for '%s'","نتائج البحث عن '%s'"
"Search results for: '%s'","نتائج البحث عن: '%s'"
"Subscribe to Feed","Subscribe to Feed"
"There are no search terms available.","لا يوجد كلمات بحث متاحة الان."
"Yes","Yes"
"You have to specify at least one search term","يجب تخصيص كلمة بحث واحدة على الأقل"
"Your search returns no results.","لا يوجد نتائج لبحثك."
"up to %s","اعلى الى %s"
"<strong>%d item(s)</strong> were found using the following search criteria","<strong>%d item(s)</strong> were found using the following search criteria"
"Is product available for purchase with Google Checkout","Is product available for purchase with Google Checkout"
"Advanced Search","Advanced Search"
"Search Terms","Search Terms"
"Popular Search Terms","Popular Search Terms"
"There are no search terms available.","There are no search terms available."
