"-- Please Select --","-- Elija Por favor --"
"Account Registration","Registro de Cuenta"
"All fields of script types have to be filled.","Se deben llenar todos los campos del tipo de script"
"Attributes","Atributos"
"Category View Optimization","Optimización Categoría Ver"
"Control Script","Control del Script"
"Conversion Page","Página de Conversión"
"Conversion Page URL","URL de la Página de Conversión"
"Conversion Script","Script de Conversión"
"Enable","Activar"
"Google Optimizer Scripts","Scripts de Optimización Google"
"Google Website Optimizer","Optimizador de Sitio Web Google"
"Install Scripts","Instalar Scripts"
"Limit is 8 attributes only.","El límite es solamente 8 atributos."
"Multi Address Checkout","Multi Address Checkout"
"One Page Checkout","One Page Checkout"
"Order Success (Multi Address Checkout)","Pedido Correcto (Multi Address Checkout)"
"Order Success (One Page Checkout)","Pedido Correcto (One Page Checkout)"
"Original Page","Página Original"
"Other","Otro"
"Page Type","Tipo de Página"
"Page View Optimization","Optimización de Vista de Página"
"Please copy and paste this value to experiment edit form","Copie y Pegue este valor para experimentar en la edición del formulario"
"Please select store view to see the URL","Elija la Vistade  Tienda para ver la URL"
"Product View Optimization","Optimización de Vista de Producto"
"Scripts Install URL","URl del Instalador de los Scripts"
"Shopping Cart","Carro de Compras"
"Tracking Script","Script de seguimiento"
"Use Default","Usar por Defecto"
"Use Default Values","Usar valores por defecto"
"Variant Page","Página Variante"
