"-- Please select --","-- Please select --"
"Allowed currencies","Allowed currencies"
"Base currency","Base currency"
"Cannot retrieve rate from %s","No se puede recuperar la tasa desde %s"
"Connection timeout in seconds","Connection timeout in seconds"
"Continue &raquo;","Continuar &raquo;"
"Country","Country"
"Country Api","Country Api"
"Country and Format Type combination should be unique","Country and Format Type combination should be unique"
"Currency","Moneda"
"Currency Options","Currency Options"
"Currency Setup","Currency Setup"
"Currency Update Warnings","Currency Update Warnings"
"Currency will be used for all online payment transactions","Currency will be used for all online payment transactions"
"Default display currency","Default display currency"
"Directory","Directory"
"Enabled","Enabled"
"Error Email Recipient","Error Email Recipient"
"Error Email Sender","Error Email Sender"
"Error Email Template","Error Email Template"
"FATAL ERROR:","FATAL ERROR:"
"Frequency","Frequency"
"Installed Currencies","Installed Currencies"
"Invalid Import Service Specified","Invalid Import Service Specified"
"Invalid country code: %s","Código de país inválido: %s"
"Invalid rates received","Invalid rates received"
"Invalid target currency","Invalid target currency"
"List of countries","List of countries"
"List of regions in specified country","List of regions in specified country"
"Region","Region"
"Region Api","Region Api"
"Remove space from currency sign","Remove space from currency sign"
"Scheduled Import Settings","Scheduled Import Settings"
"Select Your Currency","Seleccione su Moneda"
"Service","Service"
"Start Time","Start Time"
"State/Province","Estado/Provincia"
"Strikeiron Email Update Warnings","Strikeiron Email Update Warnings"
"Unable to initialize import model","Unable to initialize import model"
"Undefined rate from ""%s-%s""","Tasa no definida en ""%s-%s"""
"WARNING:","WARNING:"
"Webservicex","Webservicex"
"Your current currency is: %s","Su moneda actual es: %s"
