"%s - Discounts and Coupons","%s - Descuentos y Cupones"
"%s - Special Discounts","Descuentos Especiales - %s"
"%s RSS Feed","Canales RSS %s"
"%s has reached a quantity of %s.","%s ha llegado a una cantidad de %s."
"%s's Wishlist","Listados %s"
"Cannot retrieve the wishlist","No se puede recuperar Listados"
"Catalog","Catálogo"
"Category Feeds","Categorías de Canales"
"Comment: %s<br/>","Comentario: %s<br/>"
"Coupons/Discounts","Cupones/Descuentos"
"Current Status: %s<br/>","Estado Actual: %s<br/>"
"Customer Name: %s","Nombre del Cliente: %s"
"Customer Order Status Notification","Estado de Notificación del Pedidod del Cliente"
"Details for %s #%s","Detalles para %s #%s"
"Discount ","Descuento "
"Enable RSS","Activar RSS"
"Error in processing xml. %s","Error en el procesamiento xml. %s"
"From:","De:"
"Get Feed","Obtener Canales"
"Gift Message","Mensje del Regalo"
"Grand Total","Total"
"Low Stock Products","Productos con Baja Existencia"
"Message:","Mensaje:"
"Miscellaneous Feeds","Canales Misceláneas"
"New Orders","Nuevos Pedidos"
"New Products","Nuevos Productos"
"New Products from %s","Nuevos Productos de %s"
"Notified Date: %s<br/>","Fecha de Notificación: %s<br/>"
"Order # %s Notification(s)","Notificación(es) del Pedido # %s"
"Order #%s created at %s","Pedido # %s creado el %s"
"Pending product review(s)","Revisiones de Productos Pendientes"
"Product: ""%s"" review By: %s","Producto: ""%s"" revisado por: %s"
"Product: <a href=""%s"">%s</a> <br/>","Producto: <a href=""%s"">%s</a> <br/>"
"Products tagged with %s","Productos etiquetados con %s"
"Purchased From: %s","Comprado de: %s"
"RSS","RSS"
"RSS Feeds","Canales RSS"
"RSS testing","Pruebas RSS"
"Review: %s <br/>","Revisión: %s <br/>"
"Rss Config","Configuración Rss"
"Rss Feeds Section","Sección Canales Rss"
"Shipping & Handling","Gastos de Envío y Manipulación"
"Special Products","Productos Especiales"
"Special/Discount Products","Productos Descuento/Especial"
"Store: %s <br/>","Tienda: %s <br/>"
"Subtotal","Subtotal"
"Summary of review: %s <br/>","Resumen de Revisiones: %s <br/>"
"Tags Products","Etiquetas de Productos"
"Tax","Impuesto"
"There are no Rss Feeds","No hay canales Rss"
"There are no Rss Feeds.","No hay canales Rss."
"To:","A:"
"Top Level Category","Categoría de Primer Nivel"
"Total Products: %s","Productos Totales: %s"
"Total: %s<br/>","Total: %s<br/>"
"Wishlist","Lista de deseos"
"click <a href=""%s"">here</a> to view the review","clic <a href=""%s"">acá</a> para ver la revisión"
