"-- Please Select --","-- Por favor seleccione --"
"Account Registration","Registro de cuenta"
"All fields of script types have to be filled.","Todos los tipos de campo del script deben ser completados."
"Attributes","Atributos"
"Category View Optimization","Optimizaci&oacute;n de Vista de Categor&iacute;a"
"Control Script","Control Script"
"Conversion Page","Conversion Page"
"Conversion Page URL","Conversion Page URL"
"Conversion Script","Conversion Script"
"Enable","Habilitado"
"Google Optimizer Scripts","Google Optimizer Scripts"
"Google Website Optimizer","Google Website Optimizer"
"Install Scripts","Instalar Scripts"
"Limit is 8 attributes only.","El l&iacute;mite son 8 atributos solamente."
"Multi Address Checkout","Checkout para m&uacute;ltiples direcciones"
"One Page Checkout","Checkout En Una P&aacutegina"
"Order Success (Multi Address Checkout)","Order Success (Multi Address Checkout)"
"Order Success (One Page Checkout)","Order Success (One Page Checkout)"
"Original Page","P&aacute;gina Original"
"Other","Otra"
"Page Type","Tipo de p&aacute;"
"Page View Optimization","Optimizaci&oacute;n de Vista de P&aacute;gina"
"Please copy and paste this value to experiment edit form","Please copy and paste this value to experiment edit form"
"Please select store view to see the URL","Please select store view to see the URL"
"Product View Optimization","Optimizaci&oacute;n para Vista de Producto"
"Scripts Install URL","URL para instalar Scripts"
"Shopping Cart","Carrito de Compras"
"Tracking Script","Script de Seguimiento (tracking)"
"Use Default","Usar predeterminado"
"Use Default Values","Usar valores predeterminados"
"Variant Page","Variant Page"
