"%s - Discounts and Coupons","%s - Rabaty i bony"
"%s - Special Discounts","%s - Rabaty specjalne"
"%s has reached a quantity of %s.","%s osiągnął ilość %s."
"%s's Wishlist","%s's Wishlist"
"Current Status: %s<br/>","Aktualny status: %s<br/>"
"Error in processing xml. %s","Błąd podczas przetwarzania pliku XML. %s"
"Coupons/Discounts","Bony/Rabaty"
"There are no %s.","Brak %s."
"Notified Date: %s<br/>","Data powiadomienia: %s<br/>"
"To:","Do:"
"Top Level Category","Główna kategoria"
"RSS Feeds","Kanały RSS"
"Gift Message","Kartka z życzeniami"
"Catalog","Katalog"
"click <a href=""%s"">here</a> to view the review","kliknij <a href=""%s"">tutaj</a> aby przeczytać recenzję"
"Comment: %s<br/>","Komentarz: %s<br/>"
"Rss Config","Konfiguracja RSS"
"Shipping & Handling","Koszty dostawy"
"Purchased From: %s","Kupione od: %s"
"Grand Total","Kwota całkowita"
"Wishlist","Lista życzeń"
"Customer Name: %s","Nazwa klienta: %s"
"Cannot retrieve the wishlist","Nie można pobrać listy życzeń"
"New Products","Nowe produkty"
"New Products from %s","Nowe produkty w %s"
"New Orders","Nowe zamówienia"
"Pendng product review(s)","Oczekujące recenzje produktów"
"From:","Od:"
"Get Feed","Pobierz kanał"
"Tax","Podatek"
"Summary of review: %s <br/>","Podsumowanie recenzji: %s <br/>"
"Order # %s Notification(s)","Powiadomienia o zamówieniu # %s"
"Product: ""%s"" review By: %s","Produkt: ""%s"" oceniony przez: %s"
"Product: <a href=""%s"">%s</a> <br/>","Produkt: <a href=""%s"">%s</a> <br/>"
"Low Stock Products","Produkty o niskim stanie magazynowym"
"Products tagged with %s","Produkty otagowane %s"
"Special/Discount Products","Produkty promocyjne"
"Discount ","Rabat"
"Total: %s<br/>","Razem: %s<br/>"
"Review: %s <br/>","Recenzja: %s <br/>"
"Store: %s <br/>","Sklep: %s <br/>"
"Special Products","Specjalne produkty"
"Customer Order Status Notification","Status powiadomienia klienta"
"Details for %s #%s","Szczegóły dla %s #%s"
"Tags Products","Tagi dla produktów"
"Subtotal","Wartość produktów"
"Enable RSS","Włącz RSS"
"Message:","Wiadomość:"
"Order #%s created at %s","Zamowienie o numerze %s utworzono %s"
